행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
동화와 함께하는 발레여행,용인어린이상상의숲 공연놀이터,"신데렐라, 호두까기인형 어린이 발레공연",2025-01-11,2025-02-09,13:30,15:30,유료,용인문화재단,용인문화재단,031-323-6420,,110,15000원,2021년생 포함 이전 출생자,용인시민 2000원 할인+문화가 있는 날(매월 마지막 주 일요일) 경기도도민 2000원 할인,"1. 본 공연은 2021년생 포함 이전 출생 관람가입니다.  2. 어린이 연령확인 및 용인시민할인 증빙서류(주민등록등본, 여권, 신분증 등)를 필수 지참하셔야 합니다. 3. 비지정석 당일 선착순 입장입니다. 시작 10분 전 공연놀이터 앞에 대기하여 여유 있게 입장 부탁드립니다. 4. 어린이 전용 좌석(어린이) → 가족 좌석(보호자 또는 보호자 동반 어린이) 순으로 입장합니다. 5. 공연 시작 후에는 입장이 제한되며 대기시간이 발생할 수 있습니다",https://www.yicf.or.kr/lib/mainPage.do,https://www.yicf.or.kr/lib/cop/bbs/selectBoardArticle.do,Y,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24963097,127.165158,2025-02-28,4050000,경기도 용인시
뮤지컬 <시카고>,용인포은아트홀,브로드웨이 대표 뮤지컬 <시카고>,2025-01-25,2025-01-26,14:00,20:30,유료,공연마루,용인문화재단,031-260-3355,,6100,VIP석 160000원+R석 140000원+S석 110000원+A석 80000원,14세 이상,,할인 권종에 따른 증빙서류 미지참 시 현장 차액지불 및 중복할인 불가 등,https://www.yicf.or.kr,https://tickets.interpark.com/goods/24016891,Y,경기도 용인시 수지구 포은대로 499,경기도 용인시 수지구 죽전동 1003-43,37.32561804,127.1047625,2025-02-28,4050000,경기도 용인시
2025 토요키즈클래식 2월,용인포은아트홀,용인문화재단 대표 상설 시리즈 토요일 오전 만나는 해설이 있는  어린이 대상 클래식 콘서트,2025-02-15,2025-02-15,11:00,15:00,유료,아트스토리,용인문화재단,031-260-3355,,3050,1층 20000원+2층 15000원,만 48개월 이상,"경기아이플러스, 그린카드 10+4인이상할인 20",할인 권종에 따른 증빙서류 미지참 시 현장 차액지불 및 중복할인 불가 등,https://www.yicf.or.kr,https://tickets.interpark.com/goods/25000321,Y,경기도 용인시 수지구 포은대로 499,경기도 용인시 수지구 죽전동 1003-43,37.32561804,127.1047625,2025-02-28,4050000,경기도 용인시
퍼니밴드 싱싱싱 콘서트,싸리재홀,음악,2024-11-27,2024-11-29,10:30,15:05,무료,인천광역시교육청학생교육문화회관,인천광역시교육청학생교육문화회관,032-760-3400,,586,,초등 이상,,선착순,www.iecs.go.kr/,,Y,인천광역시 중구 자유공원로12(인현동),인천광역시 중구 인현동5,37.47571123,126.6296707,2024-08-06,7310223,인천광역시교육청 인천광역시학생교육문화회관
군산시립교향악단 제154회 정기연주회,군산예술의전당 대공연장,클래식,2023-12-07,2023-12-07,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
군산시립합창단 제113회 정기연주회,군산예술의전당 대공연장,클래식,2023-12-21,2023-12-21,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
군산시립교향악단 제155회 정기연주회,군산예술의전당 대공연장,클래식,2024-01-18,2024-01-18,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
트래블 콘서트 노르웨이 베르겐으로 가는 길,군산예술의전당 대공연장,클래식,2024-01-20,2024-01-20,16:00,17:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
시립교향악단  하우스콘서트,군산예술의전당 대공연장,클래식,2024-02-14,2024-02-14,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
티나게 놀자,군산예술의전당 대공연장,클래식,2024-02-24,2024-02-24,17:00,19:30,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석80000원/S석70000원/A석 50000원,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
군산시립교향악단 제156회 정기연주회,군산예술의전당 대공연장,클래식,2024-03-14,2024-03-14,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
우리의 봄날,군산예술의전당 대공연장,클래식,2024-03-30,2024-03-30,15:00,17:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,전석 30000원,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
군산시립합창단 제116회 정기연주회,군산예술의전당 대공연장,클래식,2024-04-04,2024-04-04,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
루마니아 랩소디,군산예술의전당 소공연장,클래식,2024-04-19,2024-04-19,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
무브:이무진X데이브레이크 콘서트,군산예술의전당 대공연장,콘서트,2024-04-20,2024-04-20,17:00,19:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석80000원/S석50000원,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
군산시립교향악단 제72회 특별기획연주회,군산예술의전당 대공연장,클래식,2024-04-25,2024-04-25,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
행복을 그리는 화가 르누아르 레플리카전,"군산예술의전당 2,3전시실",체험전시,2024-02-01,2024-04-27,10:00,17:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,전연령관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
디즈니 IN 콘서트,군산예술의전당 대공연장,클래식,2024-05-18,2024-05-18,17:00,19:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석60000원/S석20000원/A석 30000원,48개월이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
군산시립합창단 제76회 기획연주회,군산예술의전당 대공연장,클래식,2024-05-23,2024-05-23,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
군산시립교향악단 제73회 특별기획연주회,군산예술의전당 대공연장,클래식,2024-05-30,2024-05-30,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
제4회 허난설헌문화제,남한산성아트홀,제4회 허난설헌문화제,2024-09-07,2024-09-07,11:00,18:00,무료,광주시문화재단,광주시문화재단,1522-0338,,2626,,전체관람,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
상주단체 구니스컴퍼니 <판브레이크>,남한산성아트홀 대극장,당신의 심장을 뛰게하는 브레이킹 쇼타임,2024-09-07,2024-09-07,16:00,17:00,무료,광주시문화재단,광주시문화재단,1522-0338,,200,,전체관람,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
크리에이티브토크 시즌2 <디지털미디어와 크리에이터>,남한산성아트홀대극장,"다가올 미래, 변하는 것과 변하지 않는 것들에 대한 이야기",2024-09-09,2024-09-09,10:00,17:00,무료,광주시문화재단,광주시문화재단,1522-0338,,600,,중학생 이상,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
[GAJA]오리나무 정원,남한산성아트홀대극장,광주의 ’엄미리 장승제’를 재해석한 한국무용 창작작품,2024-09-11,2024-09-11,19:30,20:30,유료,광주시문화재단,광주시문화재단,1522-0338,,80,,8세이상,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
2024 찾아가는 영화관 - 창혜원 야외정원,창혜원 야외정원,영화 개를 훔치는 완벽한 방법 상영,2024-09-11,2024-09-11,18:00,19:30,무료,광주시문화재단,광주시문화재단,1522-0338,,80,,전체관람,,,www.nsart.or.kr,,Y,,경기도 광주시 남한산성면 산성리 241-1,,,2024-11-19,5540000,경기도 광주시
Bon Voyage 음악으로 떠나는 세계여행,남한산성아트홀대극장,음악으로 떠나는 세계여행,2024-09-12,2024-09-12,19:30,21:10,유료,광주시문화재단,광주시문화재단,1522-0338,,136,,8세이상,광주시민 10퍼센트 등,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
[GAJA]면이면 이장 회의,남한산성아트홀 소극장,면이면에서 벌어지는,2024-09-21,2024-09-22,15:00,16:20,유료,광주시문화재단,광주시문화재단,1522-0338,,297,,7세이상,광주시민 10퍼센트 등,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
[GAJA]면이면 이장 회의,남한산성아트홀 소극장,면이면에서 벌어지는,2024-09-21,2024-09-22,18:00,19:20,유료,광주시문화재단,광주시문화재단,1522-0338,,297,,7세이상,광주시민 10퍼센트 등,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
2024 찾아가는 영화관 - 베짱이 도서관,베짱이도서관,영화 코러스 상영,2024-09-25,2024-09-25,18:00,19:30,무료,광주시문화재단,광주시문화재단,1522-0338,,60,,전체관람,,,www.nsart.or.kr,,Y,경기도 광주시 퇴촌면 천진암로 994-5,,,,2024-11-19,5540000,경기도 광주시
제3회 광주시 청소년 음악콩쿠르 입상자 연주회,남한산성아트홀대극장,제3회 광주시 청소년 음악콩쿠르 입상자 연주회,2024-09-26,2024-09-26,19:30,21:00,무료,광주시문화재단,광주시문화재단,1522-0338,,150,,8세이상,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
지역예술단체 협력사업 <광주 예술로?합合Ⅰ>,남한산성인화관,"백제시조, 온조왕을 알현하다를 테마로 진행되는 공연",2024-10-04,2024-10-04,11:00,11:50,무료,광주시문화재단,광주시문화재단,1522-0338,,420,,전체관람,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,,,,2024-11-19,5540000,경기도 광주시
안토니오 파파노 경 & 런던 심포니 오케스트라 with 유자 왕,남한산성아트홀대극장,세계적인 아티스트의 클래식 공연,2024-10-04,2024-10-04,19:30,21:45,유료,광주시문화재단,광주시문화재단,1522-0338,,463,,8세이상,광주시민 10퍼센트 등,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
크리에이티브토크 시즌2 <새로운 생각은 어떻게 만들어지는 걸까?>,남한산성아트홀 소극장,"다가올 미래, 변하는 것과 변하지 않는 것들에 대한 이야기",2024-10-05,2024-10-05,15:00,16:30,유료,광주시문화재단,광주시문화재단,1522-0338,,130,,8세이상,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
제3회 연극페스티벌 <아카시아 꽃잎은 떨어지고>,남한산성아트홀 소극장,광주시민극단 공연,2024-10-08,2024-10-08,19:30,21:00,무료,광주시문화재단,광주시문화재단,1522-0338,,,,7세이상,,,www.nsart.or.kr,,Y,경기도 광주시 회안대로 891,경기도 광주시 송정동 340-1,,,2024-11-19,5540000,경기도 광주시
