축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제10회 북천 꽃 양귀비 축제,경상남도 하동군 북천면 직전리 꽃단지 일원,2024-05-10,2024-05-19,꽃축제+전시+대회+공연,하동북천코스모스메밀꽃 영농조합법인,하동북천코스모스메밀꽃 영농조합법인,,055-884-2416,https://www.hadong.go.kr/02641/02652/02810.web,,경상남도 하동군 북천면 경서대로 2446-6,,,,2024-11-14,5440000,경상남도 하동군
제8회 하동섬진강문화재첩축제,경상남도 하동읍 송림공원 및 섬진강변 일원,2024-06-14,2024-06-16,먹거리축제+체험+공연+대회+판매,(사)하동섬진강문화재첩축제추진위원회,(사)하동섬진강문화재첩축제추진위원회,,055-880-2450,https://www.hadong.go.kr/02641/02652/02812.web,,경상남도 하동군 하동읍 섬진강대로 2107-8,,,,2024-11-14,5440000,경상남도 하동군
제18회 북천 코스모스 메밀꽃축제,경상남도 하동군 북천면 직전리 꽃단지 일원,2024-09-13,2024-09-27,꽃축제+전시+공연+판매,하동북천코스모스메밀꽃 영농조합법인,하동북천코스모스메밀꽃 영농조합법인,,055-884-7416,https://www.hadong.go.kr/02641/02652/02814.web,,경상남도 하동군 북천면 경서대로 2446-6,,,,2024-11-14,5440000,경상남도 하동군
2024년 이병주국제문학제,경상남도 하동군 북천면 이병주문학관,2024-09-28,2024-09-28,문학제+경연,이병주하동국제문학제 조직위원회,(사)이병주기념사업회+국제신문,,055-882-2354,https://www.hadong.go.kr/02641/02652/02815.web,,경상남도 하동군 북천면 이명골길 14-28,,,,2024-11-14,5440000,경상남도 하동군
"하동을 먹다, 하동별맛 축제",경상남도 하동군 하동읍 하동송림공원,2024-10-04,2024-10-06,먹거리축제+판매+공연,한국생활개선 하동군연합회,한국생활개선 하동군연합회,,,https://www.hadong.go.kr/02641/02652/04970.web,,,경상남도 하동군 하동읍 광평리 440-5,,,2024-11-14,5440000,경상남도 하동군
2024년 스물세번째 토지문학제,경상남도 하동군 악양면 최참판댁,2024-10-05,2024-10-12,문학제+교육+체험+경연+대회+토론,토지문학제운영위원회,토지문학제운영위원회,경상남도 하동군청,055-882-2675,https://www.hadong.go.kr/02641/02652/02816.web,,경상남도 하동군 악양면 평사리길 66-7,,,,2024-11-14,5440000,경상남도 하동군
제16회 참숭어소비촉진대축제,경상남도 하동군 금남면 노량리 노량항 일원,2024-11-08,2024-11-09,먹거리축제+판매+전시+공연+대회,하동군어류양식업연합회,하동군수산업협동조합,경상남도청+경상남도 하동군청+수협중앙회+㈜수협사료+하동화력본부,055-884-3656,https://www.hadong.go.kr/02641/02652/02813.web,,,경상남도 하동군 금남면 노량리 742-12,,,2024-11-14,5440000,경상남도 하동군
섬 불볼락축제,홍도항 일원,2025-10-24,2025-10-25,개막식+선상낚시체험+불볼락시식및나눔,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,전라남도 신안군 흑산면 홍도1길 21-5,,,,2025-02-10,5010000,전라남도 신안군
도봉 과학축전,"도봉구청 로비, 아뜨리움, 대강당, 광장 등",2015-10-23,2015-10-28,과학 체험· 전시·교육·이벤트 마당 등,서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2316,http://science.dobong.go.kr,,서울특별시 도봉구 마들로 656,,37.6686287,127.0470496,2018-05-01,3090000,서울특별시 도봉구
제11회 혼인지축제,성산읍 온평리 일원 (황루알~혼인지),2022-10-15,2022-10-16,길트기+삼공주 추원제+민속경기+향토음식경연 등,성산읍 온평리 마을회,성산읍 온평리 마을회,,064-760-4282,https://seogwipo.go.kr/festivals/marriage/info/intro.htm,,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,제주특별자치도 서귀포시 성산읍 온평리 산 840-1,33.40812252,126.9001736,2024-11-07,6520000,제주특별자치도 서귀포시
2024 유성온천문화축제,온천로 일원+계룡스파텔 잔디광장,2024-05-09,2024-05-12,온천수 물총 스플래쉬+거리퍼레이드+온천수DJ파티,대전광역시 유성구청,대전광역시 유성구청,,042-611-2137,,,대전광역시 유성구 계룡로123번길 52,대전광역시 유성구 봉명동 574,,,2024-10-30,3670000,대전광역시 유성구
유성 재즈&맥주 페스타,유림공원,2024-08-23,2024-08-25,재즈연주회+맥주,대전광역시 유성구청,대전광역시 유성구청,,042-611-2137,,,대전광역시 유성구 어은로 22,대전광역시 유성구 봉명동 1013-1,,,2024-10-30,3670000,대전광역시 유성구
유성 국화축제,유림공원,2024-10-19,2024-11-03,국화전시+체험+공연,대전광역시 유성구청,대전광역시 유성구청,,042-611-2678,,,대전광역시 유성구 어은로 22,대전광역시 유성구 봉명동 1013-1,,,2024-10-30,3670000,대전광역시 유성구
2024년 유성온천 크리스마스축제,온천로 일원+계룡스파텔 잔디광장,2024-12-06,2024-12-08,크리스마스트리전시+마켓운영,대전광역시 유성구청,대전광역시 유성구청,,042-611-2137,,,대전광역시 유성구 계룡로123번길 52,대전광역시 유성구 봉명동 574,,,2024-10-30,3670000,대전광역시 유성구
구문소용축제,구문소관광단지 일원,2024-05-25,2024-05-26,용신제+전통공연+체험프로그램,구문소축제위원회,구문소축제위원회,강원특별자치도 태백시청,033-581-6904,http://tbcf.or.kr/,,강원특별자치도 태백시 사군드리길9,강원특별자치도 태백시 동점동280-7,37.09303192,129.0380079,2024-10-30,4221000,강원특별자치도 태백시
황연 기차화통 축제,오로라파크 및 통리5일장 일원,2024-06-14,2024-06-16,문화공연+체험행사+먹거리행사 등,황연동축제위원회,황연동+황연동주민자치위원회,강원특별자치도 태백시청,033-552-1371,http://tbcf.or.kr/,,강원특별자치도 태백시 통리길72,강원특별자치도 태백시 통동산68-12,37.17293428,129.0382895,2024-10-30,4221000,강원특별자치도 태백시
한강 낙동강 발원지 축제,황지연못(문화광장)+중앙로+ 검룡소 등,2024-07-26,2024-08-04,물놀이난장+공연+체험행사+부스 운영 등,태백시문화재단,태백시문화재단,강원특별자치도 태백시청,033-553-6900,http://tbcf.or.kr/,,강원특별자치도 태백시 황지연못길12,강원특별자치도 태백시 황지동623,37.17271135,128.9910602,2024-10-30,4221000,강원특별자치도 태백시
삼수 매봉산 바람개비 축제,검룡소첫물지리생태원,2024-07-19,2024-07-21,공연+체험프로그램+부스운영 등,삼수동주민자치위원회,삼수동축제위원회,강원특별자치도 태백시청,033-552-1376,http://tbcf.or.kr/,,강원특별자치도 태백시 검룡소길 476,강원특별자치도 태백시 창죽동146-1,37.23233537,128.9438251,2024-10-30,4221000,강원특별자치도 태백시
장성 탄탄마을 축제,장성중앙시장 일원 및 로드엔드 옆 소방도로,2024-09-28,2024-09-29,공연+체험프로그램+부스운영 등,장성동축제위원회,징성동주민자치위원회,강원특별자치도 태백시청,033-581-6903,http://tbcf.or.kr/,,강원특별자치도 태백시 장성1길 190,강원특별자치도 태백시 장성동 159-2,37.10068429,129.009713,2024-10-30,4221000,강원특별자치도 태백시
태백 황지연못 황부자며느리 축제,횡지연못(문화광장) 일원,2024-09-06,2024-09-08,마당극+걷기행사+가요제+야시장,태백시여성단체협의회,황부자며느리축제위원회,강원특별자치도 태백시청,033-552-1370,http://tbcf.or.kr/,,강원특별자치도 태백시 황지연못길12,강원특별자치도 태백시 황지동623,37.17271135,128.9910602,2024-10-30,4221000,강원특별자치도 태백시
철암 단풍축제,철암단풍군락지 일원,2024-10-18,2024-10-20,단풍길걷기대회+전시회+먹거리장터 등,철암동주민자치회,철암단풍축제위원회,강원특별자치도 태백시청,033-582-7906,http://tbcf.or.kr/,,강원특별자치도 태백시 동태백로 584,강원특별자치도 태백시 철암동 341-3,37.12174771,129.042924,2024-10-30,4221000,강원특별자치도 태백시
태백산 눈축제,태백산국립공원+황지연못 일원,2024-01-31,2024-02-09,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,태백시문화재단,강원특별자치도 태백시청,033-553-6900,http://tbcf.or.kr/,,강원특별자치도 태백시 천제단길 4,강원특별자치도 태백시 소도동 101-3,37.13144934,128.9603549,2024-10-30,4221000,강원특별자치도 태백시
관악강감찬축제,낙성대공원,2025-10-10,2025-10-12,강감찬 가요제+퍼레이드21+강감찬 토크쇼+예술공연+고려장터+별의별 놀이터+벽란도 21+리틀강감찬 등,관악문화재단,서울특별시 관악구청,문화관광체육부+서울특별시청,02-828-5765,https://ggcfest.com/,,서울특별시 관악구 낙성대로 77,서울특별시 관악구 봉천동 228,37.47197208,126.959371,2025-02-25,B551011,한국관광공사
광안리어방축제,광안리해변+수영사적공원 일원,2025-05-09,2025-05-11,뮤지컬어방+경상좌수사행렬전시 등,부산광역시 수영구청,수영구축제위원회,부산광역시청,051-610-4062,www.suyeong.go.kr/eobang,,부산광역시 수영구 남천동로100,부산광역시 수영구 남천동148-15,35.14537016,129.1123694,2025-02-25,B551011,한국관광공사
광주김치축제,광주광역시청 광장 일원,2024-10-18,2024-10-20,천인의밥상+미슐랭 셰프 푸드쇼+김치전시 및 판매 및 체험+김치체험학교+김장오락실 등,광주광역시김치축제위원회,광주광역시청,문화체육관광부+농림축산식품부,062-613-3955,https://kimchi.gwangju.go.kr/,,광주광역시 서구 내방로 111 (치평동),광주광역시 서구 치평동 1200,35.16009941,126.8514619,2025-02-25,B551011,한국관광공사
괴산고추축제,괴산유기농엑스포광장 일원,2024-08-29,2024-09-01,황금고추를 찾아라+속풀이 고추난타+유기농괴산가요제 등,충청북도 괴산군청+괴산축제위원회,충청북도 괴산군청,충청북도청,043-830-3463,http://spicy-fe.kr/,,충청북도 괴산군 괴산읍 임꺽정로 75,충청북도 괴산군 괴산읍 서부리 160,36.8134403,127.7885389,2025-02-25,B551011,한국관광공사
2024 전주 얼티밋 뮤직 페스티벌,전주종합경기장,2024-08-09,2024-08-11,다양한 장르의 음악을 폭넓게 선보이는 대규모 음악 축제,전주문화방송㈜,전북특별자치도+전북특별자치도 전주시,,,https://www.jumf.co.kr/,전주얼티밋뮤직페스티벌+전주종합경기장+한옥마을+객사+덕진공원,전북특별자치도 전주시 덕진구 기린대로 451,전북특별자치도 전주시 덕진구 덕진동1가 1220-1,35.84075025,127.1271326,2025-02-15,4641000,전북특별자치도 전주시
제25회 전주국제영화제,영화의거리 외 전주시 일원,2024-05-01,2024-05-10,"국내외 대안·독립영화 및 유망한 신진 작가를 발굴, 소개하는 플랫폼으로서의 영화제",전주국제영화제 집행위원회,전주국제영화제 조직위원회,문화체육관광부+전북특별자치도+전북특별자치도 전주시+영화진흥위원회,063-288-5433,https://www.jeonjufest.kr,전주국제영화제+영화의거리+객사+한옥마을,,전북특별자치도 전주시 완산구 고사동 490,35.82008116,127.1400644,2025-02-15,4641000,전북특별자치도 전주시
정월대보름 달맞이문화제,달성군민운동장,2024-02-24,2024-02-24,기원제+축하공연+달집태우기,달성문화원,대구광역시 달성군,,053-668-2174,http://culture.dalseong.daegu.kr,,대구광역시 달성군 논공읍 논공로 697-10,,35.7295606426,128.4518409623,2025-03-21,3480000,대구광역시 달성군
정월대보름 달맞이문화제,달성군민운동장,2025-02-12,2025-02-12,기원제+축하공연+달집태우기,달성문화원,대구광역시 달성군,,053-668-2174,http://culture.dalseong.daegu.kr,,대구광역시 달성군 논공읍 논공로 697-11,,35.729795,128.449790,2025-03-21,3480000,대구광역시 달성군
비슬산 참꽃문화제,비슬산 자연휴양림 일원,2024-04-13,2024-04-14,개막식+부대행사+체험부스,달성문화재단+달성문화원,대구광역시 달성군,대구광역시,053-668-2172,http://culture.dalseong.daegu.kr,,대구광역시 달성군 유가읍 일연선사길 99,,35.6900115305,128.5129016586,2025-03-21,3480000,대구광역시 달성군
평창효석문화제,가산공원 주변,2024-09-06,2024-09-15,메밀꽃밭 포토존+나귀체험+먹거리,(사)이효석문학선양회,(사)이효석문학선양회,문화체육관광부+강원특별자치도+강원특별자치도 평창군,033-335-2323,www.hyoseok.com,,,강원특별자치도 평창군 봉평면 창동리 707-2,,,2025-01-24,4281000,강원특별자치도 평창군
평창백일홍축제,평창강 주변,2024-09-13,2024-09-22,백일홍 꽃밭 포토존+대왕참나무숲,평창백일홍축제위원회,평창백일홍축제위원회,문화체육관광부+강원특별자치도+강원특별자치도 평창군,033-335-6033,101hongfestival.co.kr,,강원특별자치도 평창군 평창읍 제방길 89,강원특별자치도 평창군 평창읍 종부리 986,,,2025-01-24,4281000,강원특별자치도 평창군
평창농악축제,전통민속상설공연장,2024-09-13,2024-09-16,전국 농악 초청공연+전통 민속 및 음식 체험,평창농악축제위원회,평창농악축제위원회,문화체육관광부+강원특별자치도+강원특별자치도 평창군,033-332-4333,www.농악축제.kr,,강원특별자치도 평창군 용평면 갈정지길 7,강원특별자치도 평창군 용평면 장평리 380-2,,,2025-01-24,4281000,강원특별자치도 평창군
평창더위사냥축제,꿈의대화캠핑장 주변,2024-07-26,2024-08-04,땀띠귀신 워터워+물놀이장+광천선굴 체험,평창더위사냥축제위원회,평창더위사냥축제위원회,문화체육관광부+강원특별자치도+강원특별자치도 평창군,033-334-2277,summer-hunter.com,,강원특별자치도 평창군 대화면 해뜰마을길 51,강원특별자치도 평창군 대화면 대화리 1149-1,,,2025-01-24,4281000,강원특별자치도 평창군
